,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,Mean
0,0.781,0.72,0.647,0.465,0.386,0.771,0.685,0.826,0.457,0.648,0.556,0.78,0.725,0.771,0.742,0.349,0.667,0.587,0.781,0.645,0.64
